clip_A,clip_B,clip_C,simple_chroma_AB,simple_chroma_AC,simple_chroma_BC,simple_mfcc_AB,simple_mfcc_AC,simple_mfcc_BC,"sim(A,B) > sim(A,C)"
58285|d/janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-27-suite_gigue_pezold-117-146.mp3,52226|1/jeff_wahl-guinevere-14-tristan_and_isolde-320-349.mp3,2634|4/jay_kishor-the_color_of_night-01-malkauns-1480-1509.mp3,4.2589275106065134,6.9509943391266376,7.6241943545548878,1162.4349895469982,809.3027236698058,986.16074430420872,1
58285|d/janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-27-suite_gigue_pezold-117-146.mp3,2634|4/jay_kishor-the_color_of_night-01-malkauns-1480-1509.mp3,52226|1/jeff_wahl-guinevere-14-tristan_and_isolde-320-349.mp3,6.9509943391266376,4.2589275106065134,7.8403063425649107,809.3027236698058,1162.4349895469982,1107.3957120798259,0
51409|5/paul_beier-simone_molinaro-14-frais___gaillard__canzone_francese_a_quattro_di_clemens_non_papa-175-204.mp3,55261|8/jacob_heringman-josquin_des_prez_lute_settings-18-newsidler__adieu_mes_amours-146-175.mp3,44825|6/norine_braun-crow-10-wingsphoenix-59-88.mp3,6.6871439572579785,8.6580927958640945,8.5228399795286105,444.81927399457777,729.36965914280438,1194.4084331339686,1
51409|5/paul_beier-simone_molinaro-14-frais___gaillard__canzone_francese_a_quattro_di_clemens_non_papa-175-204.mp3,44825|6/norine_braun-crow-10-wingsphoenix-59-88.mp3,55261|8/jacob_heringman-josquin_des_prez_lute_settings-18-newsidler__adieu_mes_amours-146-175.mp3,8.6580927958640945,6.6871439572579785,8.6012022189379458,729.36965914280438,444.81927399457777,1240.8531420926417,0
58843|8/jacob_heringman-blame_not_my_lute-49-grene_sleves-0-29.mp3,37140|0/american_bach_soloists-joseph_haydn__masses-08-sanctus__adagio__allegro-117-146.mp3,8725|b/satori-journey_to_other_worlds-02-other_worlds-204-233.mp3,5.6155158211891454,6.0388168695622531,6.9905376662094314,1038.8129232018871,1109.3304940766557,973.24796943366823,1
58843|8/jacob_heringman-blame_not_my_lute-49-grene_sleves-0-29.mp3,8725|b/satori-journey_to_other_worlds-02-other_worlds-204-233.mp3,37140|0/american_bach_soloists-joseph_haydn__masses-08-sanctus__adagio__allegro-117-146.mp3,6.0388168695622531,5.6155158211891454,6.8943673997018262,1109.3304940766557,1038.8129232018871,831.54455965182444,0
54892|d/drevo-christian_themes_in_ukrainian_folk_songs-17-through_the_wide_field_through_the_deep_sea-88-117.mp3,43402|d/the_west_exit-nocturne-10-nine_lives-204-233.mp3,43640|c/liquid_zen-seventythree-10-passing_cars-0-29.mp3,6.1988682794378445,3.5317516429323721,8.0908966865263245,1507.6291296422419,1139.4661608789045,1570.3998757954269,1
54892|d/drevo-christian_themes_in_ukrainian_folk_songs-17-through_the_wide_field_through_the_deep_sea-88-117.mp3,43640|c/liquid_zen-seventythree-10-passing_cars-0-29.mp3,43402|d/the_west_exit-nocturne-10-nine_lives-204-233.mp3,3.5317516429323721,6.1988682794378445,6.2967787114722515,1139.4661608789045,1507.6291296422419,1048.2242127669792,0
6352|d/shiva_in_exile-ethnic-02-breathing-30-59.mp3,43037|4/rapoon-the_kirghiz_light__cd_1-10-jacobs_drum-88-117.mp3,7445|7/artemis-gravity-02-fountain_of_life-59-88.mp3,1.6004486315431665,5.8958237250935976,5.9944889158885069,418.08500719396119,491.24786962577178,752.80631707385635,1
6352|d/shiva_in_exile-ethnic-02-breathing-30-59.mp3,7445|7/artemis-gravity-02-fountain_of_life-59-88.mp3,43037|4/rapoon-the_kirghiz_light__cd_1-10-jacobs_drum-88-117.mp3,5.8958237250935976,1.6004486315431665,4.0161910090527071,491.24786962577178,418.08500719396119,722.32395169338201,0
