clip_A,clip_B,clip_C,simple_chroma_AB,simple_chroma_AC,simple_chroma_BC,simple_mfcc_AB,simple_mfcc_AC,simple_mfcc_BC,"simple_chroma(A,B) - simple_chroma(A,C)","simple_mfcc(A,B) - simple_mfcc(A,C)","(simple_chroma(A,B) - simple_chroma(A,C)) / simple_chroma(B,C)","(simple_mfcc(A,B) - simple_mfcc(A,C)) / simple_mfcc(B,C)","sim(A,B) > sim(A,C)"
58285|d/janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-27-suite_gigue_pezold-117-146.mp3,52226|1/jeff_wahl-guinevere-14-tristan_and_isolde-320-349.mp3,2634|4/jay_kishor-the_color_of_night-01-malkauns-1480-1509.mp3,2.3781906338019927,4.3937029286419973,4.3214996203567795,794.74053292016049,547.34169123541403,986.16074430420872,-544.96350060161205,247.39884168474646,-0.46639187131841181,794.18551012656758,1
58285|d/janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-27-suite_gigue_pezold-117-146.mp3,2634|4/jay_kishor-the_color_of_night-01-malkauns-1480-1509.mp3,52226|1/jeff_wahl-guinevere-14-tristan_and_isolde-320-349.mp3,4.3937029286419973,2.3781906338019927,5.0970094825526377,547.34169123541403,794.74053292016049,1107.3957120798259,-790.34682999151846,-247.39884168474646,0.3954303600452817,546.6240249809299,0
51409|5/paul_beier-simone_molinaro-14-frais___gaillard__canzone_francese_a_quattro_di_clemens_non_papa-175-204.mp3,55261|8/jacob_heringman-josquin_des_prez_lute_settings-18-newsidler__adieu_mes_amours-146-175.mp3,44825|6/norine_braun-crow-10-wingsphoenix-59-88.mp3,3.4617026679949743,5.4551392925645636,4.7680137078727629,280.15055036028753,480.53729266046457,1194.4084331339686,-477.07558999246959,-200.38674230017705,-0.41808533840372619,279.74822793913751,1
51409|5/paul_beier-simone_molinaro-14-frais___gaillard__canzone_francese_a_quattro_di_clemens_non_papa-175-204.mp3,44825|6/norine_braun-crow-10-wingsphoenix-59-88.mp3,55261|8/jacob_heringman-josquin_des_prez_lute_settings-18-newsidler__adieu_mes_amours-146-175.mp3,5.4551392925645636,3.4617026679949743,5.2990070958892987,480.53729266046457,280.15055036028753,1240.8531420926417,-274.69541106772294,200.38674230017705,0.37619059353892853,480.31152013279234,0
58843|8/jacob_heringman-blame_not_my_lute-49-grene_sleves-0-29.mp3,37140|0/american_bach_soloists-joseph_haydn__masses-08-sanctus__adagio__allegro-117-146.mp3,8725|b/satori-journey_to_other_worlds-02-other_worlds-204-233.mp3,2.8317804907129087,3.0784396231709605,4.2764193860326429,692.70955637826933,716.48732164905016,973.24796943366823,-713.6555411583372,-23.777765270780833,-0.057678892127295441,691.97337470191201,1
58843|8/jacob_heringman-blame_not_my_lute-49-grene_sleves-0-29.mp3,8725|b/satori-journey_to_other_worlds-02-other_worlds-204-233.mp3,37140|0/american_bach_soloists-joseph_haydn__masses-08-sanctus__adagio__allegro-117-146.mp3,3.0784396231709605,2.8317804907129087,3.4981523106530088,716.48732164905016,692.70955637826933,831.54455965182444,-689.63111675509833,23.777765270780833,0.070511261532808261,715.6542820381984,0
54892|d/drevo-christian_themes_in_ukrainian_folk_songs-17-through_the_wide_field_through_the_deep_sea-88-117.mp3,43402|d/the_west_exit-nocturne-10-nine_lives-204-233.mp3,43640|c/liquid_zen-seventythree-10-passing_cars-0-29.mp3,3.4815295014567833,1.7538571281741919,4.3177083250972519,957.96662427398076,658.84789231202126,1570.3998757954269,-655.36636281056451,299.1187319619595,0.40013642497346724,957.54708279128783,1
54892|d/drevo-christian_themes_in_ukrainian_folk_songs-17-through_the_wide_field_through_the_deep_sea-88-117.mp3,43640|c/liquid_zen-seventythree-10-passing_cars-0-29.mp3,43402|d/the_west_exit-nocturne-10-nine_lives-204-233.mp3,1.7538571281741919,3.4815295014567833,3.6486927115373695,658.84789231202126,957.96662427398076,1048.2242127669792,-956.21276714580654,-299.1187319619595,-0.4735044877360034,657.9339975435106,0
6352|d/shiva_in_exile-ethnic-02-breathing-30-59.mp3,43037|4/rapoon-the_kirghiz_light__cd_1-10-jacobs_drum-88-117.mp3,7445|7/artemis-gravity-02-fountain_of_life-59-88.mp3,0.92623871257350343,3.5523751218338639,3.4178259133641276,265.92444205926557,314.26292363111327,752.80631707385635,-313.33668491853979,-48.338481571847694,-0.7683645907744564,265.50698684335737,1
6352|d/shiva_in_exile-ethnic-02-breathing-30-59.mp3,7445|7/artemis-gravity-02-fountain_of_life-59-88.mp3,43037|4/rapoon-the_kirghiz_light__cd_1-10-jacobs_drum-88-117.mp3,3.5523751218338639,0.92623871257350343,2.0510800978522292,314.26292363111327,265.92444205926557,722.32395169338201,-262.37206693743173,48.338481571847694,1.2803675546412334,313.89477241387084,0
3574|1/the_rajdhani_quartet-the_gandhi_memorial_concert-01-raga_hansa_kalyani-1277-1306.mp3,50949|4/burnshee_thornside-the_art_of_not_blending_in-13-til_i_met_you-0-29.mp3,36474|c/strojovna_07-number_1-08-na_bednicke_stal-117-146.mp3,6.7631985061779023,3.1645669850250679,4.1430791813876287,463.68496372725838,489.94060427959249,649.79695606936116,-483.17740577341459,-26.255640552334114,0.86858864231205835,462.93097342351297,1
3574|1/the_rajdhani_quartet-the_gandhi_memorial_concert-01-raga_hansa_kalyani-1277-1306.mp3,36474|c/strojovna_07-number_1-08-na_bednicke_stal-117-146.mp3,50949|4/burnshee_thornside-the_art_of_not_blending_in-13-til_i_met_you-0-29.mp3,3.1645669850250679,6.7631985061779023,5.5523832701049516,489.94060427959249,463.68496372725838,1180.094414234454,-460.52039674223329,26.255640552334114,-0.64812375985075199,489.54768235899508,0
43747|2/saros-soundscapes-10-prelude_3-0-29.mp3,5473|a/bjorn_fogelberg-karooshi_porn-01-trioxidation-262-291.mp3,9816|8/justin_bianco-phoenix-02-so_softly-88-117.mp3,3.1423825803099867,4.3408456566765867,4.0545720940045094,497.04201286173077,308.24214589054895,826.5109511899966,-305.09976331023898,188.79986697118181,-0.29558312161689415,496.66906904840715,1
43747|2/saros-soundscapes-10-prelude_3-0-29.mp3,9816|8/justin_bianco-phoenix-02-so_softly-88-117.mp3,5473|a/bjorn_fogelberg-karooshi_porn-01-trioxidation-262-291.mp3,4.3408456566765867,3.1423825803099867,3.8706633982673107,308.24214589054895,497.04201286173077,834.78173291900634,-492.70116720505416,-188.79986697118181,0.30962730494805824,307.64673035465347,0
28952|3/etherfysh-box_of_fysh-06-sidewalk-320-349.mp3,14627|f/dac_crowell-redshifted_harmonies-03-redshifted_harmonies-59-88.mp3,17471|b/belief_systems-eponyms-04-electro_kinetic-30-59.mp3,4.1323321150829928,6.0469812187104841,3.9259429619190702,507.37770813312045,577.91004925264178,1442.2457864266039,-573.77771713755874,-70.532341119521334,-0.48769152333572802,506.97700663363156,1
28952|3/etherfysh-box_of_fysh-06-sidewalk-320-349.mp3,17471|b/belief_systems-eponyms-04-electro_kinetic-30-59.mp3,14627|f/dac_crowell-redshifted_harmonies-03-redshifted_harmonies-59-88.mp3,6.0469812187104841,4.1323321150829928,3.3033179432517299,577.91004925264178,507.37770813312045,1543.5937091550481,-501.33072691440998,70.532341119521334,0.57961393257312177,577.5813502529478,0
31786|e/c_layne-the_sun_will_come_out_to_blind_you-07-how_soon_i_forget-117-146.mp3,52858|5/kammen___swan-wild_wood-15-lullaby_set-204-233.mp3,9386|0/paul_berget-the_siena_manuscript_on_steel_string_guitar-02-recercar_2_steel_string_guitar-0-29.mp3,2.741686135080577,2.7289593778393728,3.5696137298601909,322.48259290679681,531.78475182538682,1001.2300166092976,-529.04306569030621,-209.30215891859001,0.0035653037567464374,321.95146145547824,1
31786|e/c_layne-the_sun_will_come_out_to_blind_you-07-how_soon_i_forget-117-146.mp3,9386|0/paul_berget-the_siena_manuscript_on_steel_string_guitar-02-recercar_2_steel_string_guitar-0-29.mp3,52858|5/kammen___swan-wild_wood-15-lullaby_set-204-233.mp3,2.7289593778393728,2.741686135080577,2.4340574830696591,531.78475182538682,322.48259290679681,951.95718069825443,-319.75363352895744,209.30215891859001,-0.0052286181939935642,531.44599436922658,0
24201|2/anup-embrace-05-romance_with_nature-262-291.mp3,24006|4/jay_kishor-amber-05-raga_malgunji__tabla_solo_in_jhaptaal-146-175.mp3,16180|e/sun_palace-into_heaven-03-your_hands_lie_open-204-233.mp3,4.5884599019099745,3.32915587853384,6.127966186663353,846.20140281981924,395.60582148427579,802.99485675062999,-391.01736158236582,450.59558133554344,0.20550113773748144,845.70873986169624,1
24201|2/anup-embrace-05-romance_with_nature-262-291.mp3,16180|e/sun_palace-into_heaven-03-your_hands_lie_open-204-233.mp3,24006|4/jay_kishor-amber-05-raga_malgunji__tabla_solo_in_jhaptaal-146-175.mp3,3.32915587853384,4.5884599019099745,5.1160401437756073,395.60582148427579,846.20140281981924,981.61150339641881,-842.87224694128543,-450.59558133554344,-0.24614819039452956,394.74376821789502,0
56581|0/ensemble_vermillian-stolen_jewels-21-buxtehude_sonata_iii_op__i_prestoadagio-59-88.mp3,18853|0/william_brooks-bitter_circus-04-ole_soledad-0-29.mp3,37228|a/yongen-yello_haus-08-shackles_of_gold-175-204.mp3,2.661963973152575,2.5661493706352694,4.6007344220648321,545.00026079320605,679.59735387644218,647.52965922758665,-676.93538990328966,-134.59709308323613,0.020825936410887983,543.95073766450935,1
56581|0/ensemble_vermillian-stolen_jewels-21-buxtehude_sonata_iii_op__i_prestoadagio-59-88.mp3,37228|a/yongen-yello_haus-08-shackles_of_gold-175-204.mp3,18853|0/william_brooks-bitter_circus-04-ole_soledad-0-29.mp3,2.5661493706352694,2.661963973152575,3.471378297342715,679.59735387644218,545.00026079320605,576.62599140400016,-542.43411142257082,134.59709308323613,-0.027601314034442812,678.65220005244237,0
41781|7/monoide-zeitpunkt-09-zeitpunkt-204-233.mp3,25493|6/drop_trio-cezanne-05-wreck_of_the_zephyr-407-436.mp3,45713|7/beight-file_in_rhythm-11-ghostly_feeling-88-117.mp3,4.4488548798462126,3.1203213398936227,1.5544040784458548,286.25099106124361,329.73172115983346,440.85231104860122,-325.28286627998722,-43.480730098589845,0.85468994734039949,285.50304960126681,1
41781|7/monoide-zeitpunkt-09-zeitpunkt-204-233.mp3,45713|7/beight-file_in_rhythm-11-ghostly_feeling-88-117.mp3,25493|6/drop_trio-cezanne-05-wreck_of_the_zephyr-407-436.mp3,3.1203213398936227,4.4488548798462126,3.0807617179671887,329.73172115983346,286.25099106124361,440.77698866783953,-283.13066972134999,43.480730098589845,-0.43123540915368497,329.08229753196582,0
43509|7/claire_fitch-ambiencellist_part_ii-10-oceanic_memories-0-29.mp3,19374|3/dj_cary-downtempo_chill-04-reentry_cargo_cult-117-146.mp3,5396|7/jag-cypress_grove_blues-01-train_train-59-88.mp3,2.2214471156113151,2.5938967275555105,1.8015825751705463,316.22126400701558,392.50577628639883,628.43492254694524,-390.28432917078749,-76.28451227938325,-0.20673468819986646,315.59668736080431,1
43509|7/claire_fitch-ambiencellist_part_ii-10-oceanic_memories-0-29.mp3,5396|7/jag-cypress_grove_blues-01-train_train-59-88.mp3,19374|3/dj_cary-downtempo_chill-04-reentry_cargo_cult-117-146.mp3,2.5938967275555105,2.2214471156113151,1.512597648824193,392.50577628639883,316.22126400701558,749.46130182219076,-313.62736727946009,76.28451227938325,0.24623178029776549,392.083844876147,0
