clip_A,clip_B,clip_C,simple_chroma_c1,simple_chroma_c2,simple_chroma_c3,simple_chroma_c4,simple_chroma_c5,simple_chroma_c6,simple_mfcc_c1,simple_mfcc_c2,simple_mfcc_c3,simple_mfcc_c4,simple_mfcc_c5,simple_mfcc_c6,"y = sim(A,B) > sim(A,C) ^ sim(B,A) > sim(B,C)"
58285|d/janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-27-suite_gigue_pezold-117-146.mp3,52226|1/jeff_wahl-guinevere-14-tristan_and_isolde-320-349.mp3,2634|4/jay_kishor-the_color_of_night-01-malkauns-1480-1509.mp3,3.23404824337918,5.7929616713883627,6.3978758270421459,6.6049199605755184,6.0087743966719032,4.5235985671660872,995.85858080079493,686.09273116743429,851.55194129705842,925.02717149798627,680.87473341923919,854.29781420220706,1
58285|d/janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-27-suite_gigue_pezold-117-146.mp3,52226|1/jeff_wahl-guinevere-14-tristan_and_isolde-320-349.mp3,2634|4/jay_kishor-the_color_of_night-01-malkauns-1480-1509.mp3,4.5235985671660872,6.3978758270421459,5.7929616713883627,6.0087743966719032,6.6049199605755184,3.23404824337918,854.29781420220706,851.55194129705842,686.09273116743429,680.87473341923919,925.02717149798627,995.85858080079493,1
51409|5/paul_beier-simone_molinaro-14-frais___gaillard__canzone_francese_a_quattro_di_clemens_non_papa-175-204.mp3,55261|8/jacob_heringman-josquin_des_prez_lute_settings-18-newsidler__adieu_mes_amours-146-175.mp3,44825|6/norine_braun-crow-10-wingsphoenix-59-88.mp3,5.0905284900331429,6.9318705074133877,6.9623173299759582,7.1672211955291569,3.1535568643238974,3.6622863444055924,374.17601100786305,612.44772791063269,1020.6523726180906,1069.7426274237987,811.62348599816664,393.41702246154045,1
51409|5/paul_beier-simone_molinaro-14-frais___gaillard__canzone_francese_a_quattro_di_clemens_non_papa-175-204.mp3,55261|8/jacob_heringman-josquin_des_prez_lute_settings-18-newsidler__adieu_mes_amours-146-175.mp3,44825|6/norine_braun-crow-10-wingsphoenix-59-88.mp3,3.6622863444055924,6.9623173299759582,6.9318705074133877,3.1535568643238974,7.1672211955291569,5.0905284900331429,393.41702246154045,1020.6523726180906,612.44772791063269,811.62348599816664,1069.7426274237987,374.17601100786305,1
58843|8/jacob_heringman-blame_not_my_lute-49-grene_sleves-0-29.mp3,37140|0/american_bach_soloists-joseph_haydn__masses-08-sanctus__adagio__allegro-117-146.mp3,8725|b/satori-journey_to_other_worlds-02-other_worlds-204-233.mp3,4.2148531439869332,4.7094327392845425,5.8618086454279421,5.3968377173965703,4.9619586837737684,5.6638249805872496,886.02216146823741,947.56902956857857,798.0981706440657,658.71489076220314,935.52297013355178,657.79056363716109,1
58843|8/jacob_heringman-blame_not_my_lute-49-grene_sleves-0-29.mp3,37140|0/american_bach_soloists-joseph_haydn__masses-08-sanctus__adagio__allegro-117-146.mp3,8725|b/satori-journey_to_other_worlds-02-other_worlds-204-233.mp3,5.6638249805872496,5.8618086454279421,4.7094327392845425,4.9619586837737684,5.3968377173965703,4.2148531439869332,657.79056363716109,798.0981706440657,947.56902956857857,935.52297013355178,658.71489076220314,886.02216146823741,1
54892|d/drevo-christian_themes_in_ukrainian_folk_songs-17-through_the_wide_field_through_the_deep_sea-88-117.mp3,43402|d/the_west_exit-nocturne-10-nine_lives-204-233.mp3,43640|c/liquid_zen-seventythree-10-passing_cars-0-29.mp3,4.989095626605514,2.6425904695970694,6.0792278379758562,5.1384932160352621,3.4711976788851633,4.8441772951018214,1265.4224517419782,909.79177477158794,1323.9437769470801,827.11680206332062,1058.0492939456008,1329.5172686026931,1
54892|d/drevo-christian_themes_in_ukrainian_folk_songs-17-through_the_wide_field_through_the_deep_sea-88-117.mp3,43402|d/the_west_exit-nocturne-10-nine_lives-204-233.mp3,43640|c/liquid_zen-seventythree-10-passing_cars-0-29.mp3,4.8441772951018214,6.0792278379758562,2.6425904695970694,3.4711976788851633,5.1384932160352621,4.989095626605514,1329.5172686026931,1323.9437769470801,909.79177477158794,1058.0492939456008,827.11680206332062,1265.4224517419782,1
6352|d/shiva_in_exile-ethnic-02-breathing-30-59.mp3,43037|4/rapoon-the_kirghiz_light__cd_1-10-jacobs_drum-88-117.mp3,7445|7/artemis-gravity-02-fountain_of_life-59-88.mp3,1.2760354530035047,4.9251205083187095,4.5918116272852556,3.0028247159076051,2.7803973198675922,1.5121843443006284,347.45131171890057,408.25799244959239,645.00852073191277,599.86402000048508,399.62549886789935,418.87580870845608,1
6352|d/shiva_in_exile-ethnic-02-breathing-30-59.mp3,43037|4/rapoon-the_kirghiz_light__cd_1-10-jacobs_drum-88-117.mp3,7445|7/artemis-gravity-02-fountain_of_life-59-88.mp3,1.5121843443006284,4.5918116272852556,4.9251205083187095,2.7803973198675922,3.0028247159076051,1.2760354530035047,418.87580870845608,645.00852073191277,408.25799244959239,399.62549886789935,599.86402000048508,347.45131171890057,1
3574|1/the_rajdhani_quartet-the_gandhi_memorial_concert-01-raga_hansa_kalyani-1277-1306.mp3,50949|4/burnshee_thornside-the_art_of_not_blending_in-13-til_i_met_you-0-29.mp3,36474|c/strojovna_07-number_1-08-na_bednicke_stal-117-146.mp3,8.9724796246875762,4.4399485608965001,5.5720428492381888,7.6467265650592386,5.102359233709743,2.582506060376816,595.43566565185643,612.59947673835268,544.09467955295941,1021.667464918504,622.05556998476595,429.95582880726391,1
3574|1/the_rajdhani_quartet-the_gandhi_memorial_concert-01-raga_hansa_kalyani-1277-1306.mp3,50949|4/burnshee_thornside-the_art_of_not_blending_in-13-til_i_met_you-0-29.mp3,36474|c/strojovna_07-number_1-08-na_bednicke_stal-117-146.mp3,2.582506060376816,5.5720428492381888,4.4399485608965001,5.102359233709743,7.6467265650592386,8.9724796246875762,429.95582880726391,544.09467955295941,612.59947673835268,622.05556998476595,1021.667464918504,595.43566565185643,1
43747|2/saros-soundscapes-10-prelude_3-0-29.mp3,5473|a/bjorn_fogelberg-karooshi_porn-01-trioxidation-262-291.mp3,9816|8/justin_bianco-phoenix-02-so_softly-88-117.mp3,4.1332100753301724,5.9014047950160986,5.1361961171172821,5.2040679293224885,6.068374403015377,5.3380108823052019,669.31367650486459,413.16480450673754,693.87160179234047,700.03977155594418,847.80417377095114,519.2111171638453,1
43747|2/saros-soundscapes-10-prelude_3-0-29.mp3,5473|a/bjorn_fogelberg-karooshi_porn-01-trioxidation-262-291.mp3,9816|8/justin_bianco-phoenix-02-so_softly-88-117.mp3,5.3380108823052019,5.1361961171172821,5.9014047950160986,6.068374403015377,5.2040679293224885,4.1332100753301724,519.2111171638453,693.87160179234047,413.16480450673754,847.80417377095114,700.03977155594418,669.31367650486459,1
28952|3/etherfysh-box_of_fysh-06-sidewalk-320-349.mp3,14627|f/dac_crowell-redshifted_harmonies-03-redshifted_harmonies-59-88.mp3,17471|b/belief_systems-eponyms-04-electro_kinetic-30-59.mp3,5.7920174128915889,8.1503026020957989,5.1098987348349887,4.6586018516972167,8.2017291229454141,2.3287075954314291,648.74046941558095,726.8562823868524,1198.8318664996777,1324.5680038008204,812.55743107363412,950.26678135205998,1
28952|3/etherfysh-box_of_fysh-06-sidewalk-320-349.mp3,14627|f/dac_crowell-redshifted_harmonies-03-redshifted_harmonies-59-88.mp3,17471|b/belief_systems-eponyms-04-electro_kinetic-30-59.mp3,2.3287075954314291,5.1098987348349887,8.1503026020957989,8.2017291229454141,4.6586018516972167,5.7920174128915889,950.26678135205998,1198.8318664996777,726.8562823868524,812.55743107363412,1324.5680038008204,648.74046941558095,1
31786|e/c_layne-the_sun_will_come_out_to_blind_you-07-how_soon_i_forget-117-146.mp3,52858|5/kammen___swan-wild_wood-15-lullaby_set-204-233.mp3,9386|0/paul_berget-the_siena_manuscript_on_steel_string_guitar-02-recercar_2_steel_string_guitar-0-29.mp3,3.9921664239571446,4.0751256877757687,5.2156410122752241,4.5274155051305982,3.9328622149605148,3.8002635470984378,425.41451761110727,682.4088709669104,838.69055003630729,812.64150295747254,662.24281245667328,463.36384633209445,1
31786|e/c_layne-the_sun_will_come_out_to_blind_you-07-how_soon_i_forget-117-146.mp3,52858|5/kammen___swan-wild_wood-15-lullaby_set-204-233.mp3,9386|0/paul_berget-the_siena_manuscript_on_steel_string_guitar-02-recercar_2_steel_string_guitar-0-29.mp3,3.8002635470984378,5.2156410122752241,4.0751256877757687,3.9328622149605148,4.5274155051305982,3.9921664239571446,463.36384633209445,838.69055003630729,682.4088709669104,662.24281245667328,812.64150295747254,425.41451761110727,1
24201|2/anup-embrace-05-romance_with_nature-262-291.mp3,24006|4/jay_kishor-amber-05-raga_malgunji__tabla_solo_in_jhaptaal-146-175.mp3,16180|e/sun_palace-into_heaven-03-your_hands_lie_open-204-233.mp3,6.0404265348448822,4.799869351968268,7.9411632369743774,6.6929842056675479,2.6329651647092778,6.1984006494885584,1086.5172103772438,498.68528196117654,677.48223605253656,836.09182215009571,461.24304099058639,936.23954739197109,1
24201|2/anup-embrace-05-romance_with_nature-262-291.mp3,24006|4/jay_kishor-amber-05-raga_malgunji__tabla_solo_in_jhaptaal-146-175.mp3,16180|e/sun_palace-into_heaven-03-your_hands_lie_open-204-233.mp3,6.1984006494885584,7.9411632369743774,4.799869351968268,2.6329651647092778,6.6929842056675479,6.0404265348448822,936.23954739197109,677.48223605253656,498.68528196117654,461.24304099058639,836.09182215009571,1086.5172103772438,1
56581|0/ensemble_vermillian-stolen_jewels-21-buxtehude_sonata_iii_op__i_prestoadagio-59-88.mp3,18853|0/william_brooks-bitter_circus-04-ole_soledad-0-29.mp3,37228|a/yongen-yello_haus-08-shackles_of_gold-175-204.mp3,3.9458279431028833,3.8836613458504705,5.8696305746623034,4.5643133853068347,4.9362072943604165,5.0985855700720295,702.49022015194646,891.20132921243021,526.33761376978555,482.62876069664867,872.77463767410904,776.98807165252947,1
56581|0/ensemble_vermillian-stolen_jewels-21-buxtehude_sonata_iii_op__i_prestoadagio-59-88.mp3,18853|0/william_brooks-bitter_circus-04-ole_soledad-0-29.mp3,37228|a/yongen-yello_haus-08-shackles_of_gold-175-204.mp3,5.0985855700720295,5.8696305746623034,3.8836613458504705,4.9362072943604165,4.5643133853068347,3.9458279431028833,776.98807165252947,526.33761376978555,891.20132921243021,872.77463767410904,482.62876069664867,702.49022015194646,1
41781|7/monoide-zeitpunkt-09-zeitpunkt-204-233.mp3,25493|6/drop_trio-cezanne-05-wreck_of_the_zephyr-407-436.mp3,45713|7/beight-file_in_rhythm-11-ghostly_feeling-88-117.mp3,5.6823287022682614,4.6371688887748093,2.8719043874721395,4.0276668735117607,4.9709935215492411,4.0843573627536696,376.50484256079744,410.0789423346049,372.0926532148552,363.32319978437079,340.24761262805015,369.24896530234332,1
